"id_agrupado","keys_sie","establecimientos","id_distrito","distrito","id_seccion","seccion","circuitos","rangos_mesas","num_mesas","nombre","direccion","localidad","cod_postal","geom","electores","votantes","validos","positivos","blancos","nulos"
6270,"04_001_00332","6270","04","Córdoba","001","Capital","0013A","2466-2478",13,"ESC FRANCISCO A RIZZUTO","FDO DE LESSEPS 140 B°CENTRO AMERICA","CAPITAL","5000","0101000020E61000009CDF30D1200B50C065C5707500603FC0",4473,3024,3516,3487.0,29,62
6271,"04_001_00333","6271","04","Córdoba","001","Capital","0013A","2479-2488",10,"ESC R SANCHEZ DE CALDELARI","ALVAREZ DE LAS CASAS 280 AYACUCH","CAPITAL","5000","0101000020E6100000D462F030ED0A50C01A69A9BC1D613FC0",3435,2230,2746,2715.0,31,32
6272,"04_001_00334","6272","04","Córdoba","001","Capital","0013A","2489-2499",11,"ESC P ALBARRACIN DE SARMIENTO","NERUDA Y ACAMPES B° VILLA AZALAIS","CAPITAL","5000","0101000020E6100000488B3386390B50C0AA0F24EF1C5E3FC0",3780,3066,3018,2979.0,39,48
6273,"04_001_00336","6273","04","Córdoba","001","Capital","0013A","2500-2504",5,"ESC MUNIC DR P CARANDE CARRO","MARTINEZ PAZ 80 B°CENTRO AMERICA","CAPITAL","5000","0101000020E6100000EF74E789E70A50C064778192025F3FC0",1719,1398,1389,1366.0,23,9
6274,"04_001_00337","6274","04","Córdoba","001","Capital","0013B","2505-2505",1,"ESC FLORENCIO SANCHEZ","RUTA 111 KM 12","CAPITAL","5000","0101000020E6100000F1F109D9790750C0FF5C34643C523FC0",147,109,109,109.0,0,0
6275,"04_001_00338","6275","04","Córdoba","001","Capital","0013C","2506-2516",11,"ESC CAPITAL FEDERAL","MAURICIO YADAROLA 653 B°GRAL BUSTOS","CAPITAL","5000","0101000020E61000009FC728CFBC0A50C0C00644882B633FC0",3728,2806,2854,2816.0,38,42
6276,"04_001_00339","6276","04","Córdoba","001","Capital","0013C","2517-2523",7,"ESC CRISTO REY","CURA BROCHERO B°GRAL BUSTO 753","CAPITAL","5000","0101000020E610000093A7ACA6EB0A50C00C73823639643FC0",2372,1836,1809,1782.0,27,27
6277,"04_001_00340","6277","04","Córdoba","001","Capital","0013C","2524-2536",13,"ESC ALEJO CARMEN GUZMAN","AUGUSTO LOPEZ 643 B°GRAL BUSTOS","CAPITAL","5000","0101000020E610000009FB7612110B50C0BAF3C473B6643FC0",4388,3329,3284,3213.0,71,47
6278,"04_001_00342","6278","04","Córdoba","001","Capital","0013C","2537-2546",10,"COLEGIO HORTUS CONCLUSUS","GIANELLI 500 B°GRAL BUSTOS","CAPITAL","5000","0101000020E610000016855D143D0B50C0C4EDD0B018653FC0",3371,2531,2509,2481.0,28,35
6279,"04_001_00344","6279","04","Córdoba","001","Capital","0013D","2547-2554",8,"ESC MUNIC J GONZALEZ","CINCO S/N°B°JARDIN ARENALES","CAPITAL 4997932","5000","0101000020E6100000F7E461A1D60350C0541B9C887E5D3FC0",2560,2111,2058,2026.0,32,47
6280,"04_001_00345","6280","04","Córdoba","001","Capital","0013E","2555-2558",4,"ESC REPUBLICA DE LA INDIA","CNO MONTE CRISTO KM 5","CAPITAL","5012","0101000020E6100000C4B30419010750C00C74ED0BE8613FC0",1219,977,964,949.0,15,13
6281,"04_001_00346","6281","04","Córdoba","001","Capital","0013F","2559-2569",11,"ESC MODELO RACING","TREDENTINA B°NUEVA ITALI 2160","CAPITAL","5000","0101000020E6100000ED832C0B260950C08F368E588B633FC0",3752,3094,3078,3027.0,51,18
6282,"04_001_00347","6282","04","Córdoba","001","Capital","0013F","2570-2579",10,"ESC SGTO CABRAL","P DE LEDESMA B°PQUE MTE CRIST 1755","CAPITAL","5000","0101000020E61000005C1E6B46060950C09351651877633FC0",3402,2699,2778,2748.0,30,21
6283,"04_001_00348","6283","04","Córdoba","001","Capital","0013F","2580-2581",2,"CENTRO VECINAL ZONA 111","TREDENTINA 1945 B°NUEVA ITALIA","CAPITAL","5000","0101000020E6100000BB253960570950C04F75C8CD70633FC0",679,566,564,554.0,10,2
6284,"04_001_00349","6284","04","Córdoba","001","Capital","0013G","2582-2595",14,"ESC RICARDO ROJAS","STORNI Y MONTALVO B°LICEO 2DA SECC","CAPITAL","","0101000020E610000077A04E79740A50C0740CC85EEF5A3FC0",4766,3556,3750,3703.0,47,83
6285,"04_001_00350","6285","04","Córdoba","001","Capital","0013G","2596-2620",25,"ESC ESPIRITU SANTO","ISAAC 4847","PQUE LICEO 1RA SECC","5000","0101000020E61000008E959867250B50C077D9AF3BDD593FC0",8505,6520,6656,6545.0,111,124
6286,"04_001_00351","6286","04","Córdoba","001","Capital","0013G","2621-2627",7,"ESC MUNIC GDOR A ZANICHELLI","STORNI S/N B°PQUE LICEO 3RA SECC","CAPITAL","5000","0101000020E610000077A04E79740A50C0740CC85EEF5A3FC0",2376,1959,1924,1883.0,41,35
6287,"04_001_01643","6287","04","Córdoba","001","Capital","0013G","2628-2634",7,"ESC. PRIMARIA EVA DUARTE","BARTOLOME HIDALGO 1140","PQUE LICEO 2DA SECC","","0101000020E61000006A166877480A50C0AF2479AEEF5B3FC0",2381,1922,1895,1860.0,35,27
6288,"04_001_00352","6288","04","Córdoba","001","Capital","0013H","2635-2645",11,"ESC JOSE MARIA PAZ","USANDIVARAS 2254 B°PATRICIOS","CAPITAL","5000","0101000020E610000036035C902D0950C09DDA19A6B6603FC0",3758,2942,2906,2863.0,43,34
6289,"04_001_00353","6289","04","Córdoba","001","Capital","0013H","2646-2660",15,"COL HIJAS DE MARIA INMACULADA","MADRE BRIGIDA PASTORINO 2733","CAPITAL","5012","0101000020E61000002BBD361B2B0950C070CFF3A78D5E3FC0",5101,3877,3819,3766.0,53,63
6290,"04_001_00354","6290","04","Córdoba","001","Capital","0013H","2661-2668",8,"ESC PARROQUIAL SAN ROQUE","USANDIVARAS 2050 VILLA CORINA","CAPITAL","5000","0101000020E610000036035C902D0950C09DDA19A6B6603FC0",2716,2140,2112,2082.0,30,26
6291,"04_001_00355","6291","04","Córdoba","001","Capital","0013H","2669-2680",12,"ESC MANUEL BELGRANO","ABRAMO 2545 B°BELGRANO","CAPITAL","5000","0101000020E61000000DFD135CAC0850C0D6011077F55E3FC0",4080,2898,3121,3071.0,50,42
6292,"04_001_00356","6292","04","Córdoba","001","Capital","0013H","2681-2685",5,"ESC MUNIC DR D LATELLA FRIAS","H DE AYOHUMA S/N B°PATRICIOS","CAPITAL","5000","0101000020E6100000AB07CC43A60850C07E7214200A5E3FC0",1702,1335,1318,1299.0,19,17
6293,"04_001_00360","6293","04","Córdoba","001","Capital","0013I","2686-2692",7,"ESC MUNIC JORGE LUIS BORGES","QUINTA SAN JORGE","CAPITAL","5000","0101000020E61000006669A7E6720850C0D2C77C40A05F3FC0",2350,1950,1884,1839.0,45,13
6294,"04_001_00361","6294","04","Córdoba","001","Capital","0013I","2693-2699",7,"ESC MUNIC DR ALFREDO ORGAZ","PUBLICA S/N B°QTAS SAN JORGE II","CAPITAL","5000","0101000020E6100000A661F888980850C0252367614F5F3FC0",2353,1865,1845,1811.0,34,16
6295,"04_001_01606","6295","04","Córdoba","001","Capital","0013I","2700-2703",4,"ESC MUNIC. MONSEÑOR ANGELELLI","FEDERICO RAUCH 2790","ARTURO CAPDEVILA","","0101000020E61000007A8A1C226E0850C08ECC237F30603FC0",1339,1105,1109,1086.0,23,16
6296,"04_001_00362","6296","04","Córdoba","001","Capital","0013J","2704-2714",11,"ESC A CAPDEVILA/ DR. B HOUSEY","A CAPDEVILA 709 Y BILIBISACATE","V AZALAIS CAPITAL","5000","0101000020E610000042791F47730A50C03412A1116C603FC0",3775,2939,2902,2864.0,38,33
6297,"04_001_00363","6297","04","Córdoba","001","Capital","0013J","2715-2726",12,"ESC CURA BROCHERO","JAMAICA 967 B°RESID AMERICA","CAPITAL","5000","0101000020E6100000C7681D554D0A50C005C078060D613FC0",4120,3144,3104,3049.0,55,39
6298,"04_001_00364","6298","04","Córdoba","001","Capital","0013J","2727-2735",9,"ESC GDOR H DEL CASTILLO","GELLY Y OBES 3110 VILLA AZALAIS","CAPITAL","5000","0101000020E6100000F8AA9509BF0950C00C7558E1965F3FC0",3084,2428,2386,2368.0,18,42
6299,"04_001_00365","6299","04","Córdoba","001","Capital","0013J","2736-2746",11,"ESC PARROQUIAL L STUCCHI BAUDO","NUEVO MUNDO 824 B°RESID AMERICA","CAPITAL","5000","0101000020E6100000F0A65B76880A50C02BC24D4695613FC0",3761,2931,2837,2807.0,30,29
6300,"04_001_00366","6300","04","Córdoba","001","Capital","0013J","2747-2760",14,"ESC JUSTO PAEZ MOLINA","J MONTAÑO 1350 B° VILLA AZALAIZ","CAPITAL","5000","0101000020E61000007D3D5FB35C0A50C0D673D2FBC65F3FC0",4785,3711,3655,3599.0,56,54
6301,"04_001_00367","6301","04","Córdoba","001","Capital","0013J","2761-2775",15,"ESC VICENTE F LOPEZ","TISSERA 1551 B° L N ALEM","CAPITAL","5000","0101000020E610000080D3BB783F0A50C09FE8BAF083633FC0",5133,3906,3874,3833.0,41,28
6302,"04_001_00368","6302","04","Córdoba","001","Capital","0013J","2776-2783",8,"ESC MUNIC J A PAREDES","FCO DEL PRADO 3900 V AZALAIS","CAPITAL","5000","0101000020E6100000D04543C6A30950C0C45C52B5DD5C3FC0",2736,2064,2051,2013.0,38,12
6303,"04_001_02900","6303","04","Córdoba","001","Capital","0013J","2784-2794",11,"I.P.E.T N° 70","AV JUAN B JUSTO 4350","VILLA AZALAIS","","0101000020E6100000E327C412450B50C00EF450DB865F3FC0",3755,2921,2878,2832.0,46,25
6304,"04_001_01727","6304","04","Córdoba","001","Capital","0013K","2795-2801",7,"DR JOSE RAMON IBAÑEZ","CAPDEVILLA KM 9 1/2","ESQUIU VILLA","5012","0101000020E610000091BA9D7DE50650C0C8D2872EA85B3FC0",2110,1667,1653,1621.0,32,14
6305,"04_001_00371","6305","04","Córdoba","001","Capital","0013L","2802-2803",2,"ESC JORGE WASHINGTON ABALOS","CNO J MARIA KM 8 1/2","CAPITAL","5000","0101000020E6100000DE59BBED420B50C00AA0185932533FC0",421,336,330,329.0,1,6
6306,"04_001_00373","6306","04","Córdoba","001","Capital","0013M","2804-2805",2,"ESC OLEGARIO V ANDRADE","CNO SGO DEL ESTERO KM 7 1/2","CAPITAL","5000","0101000020E61000008CDB68006F0B50C07730629F00563FC0",460,346,343,341.0,2,3
6307,"04_001_00374","6307","04","Córdoba","001","Capital","0013N","2806-2818",13,"ESC DR ANTONIO NORES","JULIO DE VEDIA 2353","B° STA CLARA DE ASIS","5000","0101000020E6100000C47762D68B0850C0E1F1ED5D83623FC0",4437,3445,3423,3392.0,31,24
6308,"04_001_00375","6308","04","Córdoba","001","Capital","0013N","2819-2827",9,"ESC MATEO J LUQUE","JACINTO DE ALTOLAGUIRRE B°YOFRE NORT 208","CAPITAL","5000","0101000020E6100000166D8E739B0850C095F0845E7F623FC0",3068,2146,2393,2372.0,21,24
6309,"04_001_01482","6309","04","Córdoba","001","Capital","0013O","2828-2831",4,"ESC. CARLOS TAGLE ACHAVAL","MANZANA 22 B°CIUDAD DE LOS CUARTETOS","","","0101000020E6100000212235ED620850C0BCE9961DE25B3FC0",1273,972,953,929.0,24,17
6310,"04_001_00378","6310","04","Córdoba","001","Capital","00014","2832-2845",14,"COLEGIO LA SALLE","AV MARTINOLI 3950","CAPITAL","5000","0101000020E61000001D3BA8C4751050C07E350708E6583FC0",4675,3846,3835,3799.0,36,10
6311,"04_001_00380","6311","04","Córdoba","001","Capital","00014","2846-2851",6,"COLEGIO DEL CARMEN","RECTA MARTINOLI B°ARGÜELLO","CAPITAL","","0101000020E6100000DE9387855A1050C0AB984A3FE1583FC0",1994,1662,1734,1719.0,15,9
6312,"04_001_00381","6312","04","Córdoba","001","Capital","0014A","2852-2866",15,"ESC BRIG SAN MARTIN","DOMINGO MARIMON/GABRIEL ORTEGA","CAPITAL","5000","0101000020E610000023128596751050C03D62F4DC42533FC0",5111,3891,3837,3757.0,80,46
6313,"04_001_00383","6313","04","Córdoba","001","Capital","0014A","2867-2879",13,"ESC RICARDO NASSIF","MARTIN FERMIN B°ARGÜELLO NORT 0","CAPITAL","5147","0101000020E6100000790778D2C20F50C0569E40D829563FC0",4421,3130,3342,3297.0,45,49
6314,"04_001_02852","6314","04","Córdoba","001","Capital","0014A","2880-2889",10,"ESC HUGO LEONELLI","ALBERTO FAGE/JULIO BEJANELE","GRANJA DE FUNES II","","0101000020E6100000DC9C4A06800F50C0F5BBB0355B553FC0",3411,2363,2596,2543.0,53,30
6315,"04_001_00382","6315","04","Córdoba","001","Capital","0014A","2890-2902",13,"ESC MARTHA A SALOTTI","PUBLICA S/N IPV SECTOR360ARGÜELLO N","CAPITAL","5000","0101000020E61000000612143FC60F50C06BF0BE2A17563FC0",4426,3134,3345,3271.0,74,48
6316,"04_001_00384","6316","04","Córdoba","001","Capital","0014B","2903-2910",8,"ESC MARTIN DE GÜEMES","MONTUFAR Y CORONADO 7126","CAPITAL","5000","0101000020E61000000B28D4D3471150C04B051555BF563FC0",2673,1935,2180,2154.0,26,21
6317,"04_001_00385","6317","04","Córdoba","001","Capital","0014B","2911-2918",8,"ESC MUNIC RAUL V MARTINEZ","NILO PECANHA S/N B°QTAS DE ARGÜELLO","CAPITAL","5000","0101000020E6100000371AC05B201150C07C6473D53C573FC0",2667,2238,2222,2194.0,28,15
6318,"04_001_00386","6318","04","Córdoba","001","Capital","0014B","2919-2924",6,"ESC ELISA K DE LIVACK","CUIMAN B°LA SALLE 6543","CAPITAL","5000","0101000020E61000004A438D42921150C0E658DE550F583FC0",1993,1627,1606,1577.0,29,21
6319,"04_001_00388","6319","04","Córdoba","001","Capital","0014C","2925-2938",14,"INST CONCEPCIONISTA LA INMACUL","AV ENRIQUE BODEREAU KM 14","CAPITAL","5000","0101000020E6100000454948A46D1250C0637D03931B553FC0",4660,3908,3874,3833.0,41,33
6320,"04_001_00391","6320","04","Córdoba","001","Capital","0014D","2939-2947",9,"ESC INGENIERO VICTOR REE","FDO FADER 3821 B°C DE LAS ROSAS","CAPITAL","5000","0101000020E6100000C7D5C8AEB40E50C0A45181936D603FC0",3101,2466,2451,2428.0,23,15
6321,"04_001_00392","6321","04","Córdoba","001","Capital","0014D","2948-2958",11,"ESC JUAN ZORRILA DE SAN MARTIN","JOSE E BUSTOS 1875 C DE LAS ROSAS","CAPITAL","5000","0101000020E61000000876FC17080F50C05C57CC086F5F3FC0",3786,2993,2986,2959.0,27,6
6322,"04_001_00396","6322","04","Córdoba","001","Capital","0014E","2959-2963",5,"ESC MODESTA RODRIGUEZ","HNOS GRIMM 7168 B°UOCRA","CAPITAL","5000","0101000020E61000002C9ACE4E061150C0740CC85EEF523FC0",1710,1411,1402,1385.0,17,9
6323,"04_001_00397","6323","04","Córdoba","001","Capital","0014E","2964-2972",9,"ESC NIÑAS DE AYOHUMA","VALERIO BETA B°ARGUELLO (N) 7300","CAPITAL","5000","0101000020E61000002331410DDF1050C094FAB2B453533FC0",3066,2533,2497,2473.0,24,28
6324,"04_001_02853","6324","04","Córdoba","001","Capital","0014E","2973-2977",5,"ESC GERONIMO GRAGERA","MOLLEYACO/PAYEN","CERRO NORTE","","0101000020E6100000D7187442E81150C0499D8026C2523FC0",1701,1410,1386,1372.0,14,24
6325,"04_001_00398","6325","04","Córdoba","001","Capital","0014F","2978-2988",11,"ESC DR ALEJANDRO GALLARDO","TRINIDAD ESQ ITALIA B°SILVANO FUNES","CAPITAL","5000","0101000020E6100000E8154F3DD20F50C02A6F47382D583FC0",3694,2978,2946,2915.0,31,25
6326,"04_001_00399","6326","04","Córdoba","001","Capital","0014F","2989-2997",9,"ESC JAVIER LAZCANO COLODRERO","CARLOS BROGGI S/N° B°ARGÜELLO","CAPITAL","5000","0101000020E6100000A510C8258E1050C04B766C04E2553FC0",3018,2387,2372,2351.0,21,13
6327,"04_001_00400","6327","04","Córdoba","001","Capital","0014G","2998-3006",9,"ESC MUNIC ING MASJOAN","2/TUCUMAN Y MENDOZA LOS BOULEVARES","CAPITAL","5000","0101000020E610000028F1B913EC0D50C0641EF98381573FC0",3019,2416,2404,2374.0,30,12
6328,"04_001_00401","6328","04","Córdoba","001","Capital","0014G","3007-3015",9,"ESC JUAN MARIA GUTIERREZ","BV LOS ALEMANES 4200","CAPITAL","5000","0101000020E61000008786C5A86B0E50C03B730F09DF573FC0",3011,2391,2369,2339.0,30,20
6329,"04_001_01494","6329","04","Córdoba","001","Capital","0014G","3016-3024",9,"ESC. F. LELOIR","LOS POLACOS 6072","","","0101000020E61000003FC8B260E20E50C0376E313F37583FC0",3015,2454,2433,2383.0,50,20
6330,"04_001_02922","6330","04","Córdoba","001","Capital","0014H","3025-3030",6,"ESC ARTEMIO ARAN","PUBLICA ESQ JACINTO YABEN","MERCANTIN/COOP 2 MAY","","0101000020E61000007BD80B056C1050C0357D76C075513FC0",1971,1590,1572,1563.0,9,25
6331,"04_001_00402","6331","04","Córdoba","001","Capital","0014H","3031-3035",5,"ESC MUNIC MAESTRO M OLIVA","REVELTO ESQ TOMASINI B°MERCANTIL","CAPITAL","5000","0101000020E6100000F0C34142941050C050E3DEFC86513FC0",1639,1351,1330,1311.0,19,15
6332,"04_001_00403","6332","04","Córdoba","001","Capital","0014I","3036-3042",7,"ESC MAESTROS PUNTANOS","CINCO N°25 B°AMPL P LUGONE","CAPITAL","5000","0101000020E6100000BF0CC688440E50C07FBC57AD4C5C3FC0",2405,2056,2032,2020.0,12,24
6333,"04_001_00404","6333","04","Córdoba","001","Capital","0014I","3043-3050",8,"ESC MUNIC ARSENIO MURUGARREN","PIZARRO Y GRASS B°SANTA CECILIA","CAPITAL","5000","0101000020E6100000E469F981AB0E50C0317903CC7C5B3FC0",2745,2327,2318,2302.0,16,9
6334,"04_001_01730","6334","04","Córdoba","001","Capital","0014J","3051-3059",9,"INSTITUTO EMILIO LAMARCA","AV EMILIO LAMARCA 4245","URCA","5009","0101000020E6100000B2463D44A30F50C072A8DF85AD613FC0",3032,2506,2289,2277.0,12,9
6335,"04_001_00406","6335","04","Córdoba","001","Capital","0014J","3060-3066",7,"ESC REPUBLICA DE PANAMA","TRECE BIS COL DEL CER","CAPITAL","5000","0101000020E61000002CD8463CD90F50C02E1B9DF353603FC0",2356,1947,1944,1923.0,21,3
6336,"04_001_00407","6336","04","Córdoba","001","Capital","0014J","3067-3074",8,"ESC REPUBLICA DEL LIBANO","IGARZABAL 1250 B°URCA","CAPITAL","5000","0101000020E6100000D76839D0430F50C01C78B5DC99613FC0",2687,2251,2246,2230.0,16,4
6337,"04_001_00410","6337","04","Córdoba","001","Capital","0014K","3075-3082",8,"ESC MUNIC DR RAUL FERNANDEZ","12 Y 14 VILLA ALLENDE PQUE","CAPITAL","5000","0101000020E61000003B8C497F2F1250C041F4A44C6A503FC0",2628,2162,2122,2096.0,26,42
6338,"04_001_01564","6338","04","Córdoba","001","Capital","0014K","3083-3085",3,"JARDIN MATERNAL TRAVESURAS","MULUCHES S/N","VILLA ALLENDE PARQUE","5105","0101000020E6100000292158552F1250C0062AE3DF67503FC0",985,796,784,773.0,11,10
6339,"04_001_00411","6339","04","Córdoba","001","Capital","0014L","3086-3093",8,"ESC NUEVA JUAN MANTOVANI","AVOGADRO Y GAUSS VILLA BELGRANO","CAPITAL","5000","0101000020E610000010CF1264041050C0A8ACA6EB895A3FC0",2658,2232,2223,2196.0,27,9
6340,"04_001_00412","6340","04","Córdoba","001","Capital","0014L","3094-3101",8,"ESC RICARDO PALMA","D'ALEMBERT Y GAUSS","CAPITAL","5000","0101000020E6100000E52A16BF291050C01D3BA8C4755C3FC0",2656,2153,2147,2131.0,16,6
6341,"04_001_00413","6341","04","Córdoba","001","Capital","0014M","3102-3114",13,"INST SAUL TABORDA","OB MOSCOSO Y PERALTA 2772 A PALERMO","CAPITAL","5000","0101000020E610000017D9CEF7530E50C0C61858C7F15F3FC0",4357,3493,3478,3441.0,37,15
6342,"04_001_00414","6342","04","Córdoba","001","Capital","0014M","3115-3127",13,"ESC PRIMERA JUNTA","C DE ARREDONDO 4446 B°CENTENARIO","CAPITAL","5000","0101000020E61000007381CB63CD0E50C0897AC1A7395D3FC0",4351,3551,3537,3500.0,37,14
6343,"04_001_00415","6343","04","Córdoba","001","Capital","0014M","3128-3130",3,"ESC LUZ VIEYRA MENDEZ","OB MOSCOSO Y PERALRA 2772","ALTO PALERMO CAPITAL","5000","0101000020E6100000223999B8550E50C073BD6DA642603FC0",1003,793,791,785.0,6,2
6344,"04_001_00417","6344","04","Córdoba","001","Capital","0014N","3131-3139",9,"ESC MUNIC DR HORACIO GARCIA","PUBLICA S/N°V CORNU","CAPITAL","5000","0101000020E610000063635E471C1150C0CB9E0436E7503FC0",2970,2466,2411,2378.0,33,46
6345,"04_001_01485","6345","04","Córdoba","001","Capital","0014N","3140-3146",7,"IPEM 16 MA.SALEME DE BURNICHON","AL LADO ESC. H. GARCIA","","","0101000020E610000063635E471C1150C0CB9E0436E7503FC0",2307,1890,1852,1816.0,36,37
6346,"04_001_03026","6346","04","Córdoba","001","Capital","0014O","3147-3162",16,"INSTITUTO LEON XIII","AV BODEREAU 7850","VILLA QUISQUIZCATE","","0101000020E610000088FB78D96A1250C00D5148FB77543FC0",5283,3605,3842,3786.0,56,28
6347,"04_001_00419","6347","04","Córdoba","001","Capital","0014O","3163-3168",6,"ESC MUNIC SAUL TABORDA","COQUENA (VILLA 9 DE J 7985","CAPITAL","5000","0101000020E61000009A5FCD01821150C01230BABC39543FC0",1977,1278,1262,1249.0,13,14
6348,"04_001_00420","6348","04","Córdoba","001","Capital","0014P","3169-3175",7,"ESC MUNIC DR JORGE ORGAZ","LAGUNA LARGA/R LUNA V R INDAR","CAPITAL","5000","0101000020E6100000F4C0C760C51250C073672618CE513FC0",2359,1975,1942,1920.0,22,25
6349,"04_001_01565","6349","04","Córdoba","001","Capital","0014P","3176-3179",4,"IPEM N° 17","LAGUNA LARGA ESQ.RINCON DE LUNA","CAPITAL","5000","0101000020E6100000F4C0C760C51250C073672618CE513FC0",1346,1095,1087,1084.0,3,8
6350,"04_001_01662","6350","04","Córdoba","001","Capital","0014Q","3180-3183",4,"INST. TEC. ISAAC NEWTON","MOLINO DE TORRES 6635","WARCALDE VILLA","5021","0101000020E6100000D9E89C9FE21250C0CFA0A17F82573FC0",1169,979,974,963.0,11,2
6352,"04_002_00422","6352","04","Córdoba","002","Calamuchita","00015","3184-3184",1,"ESC PROV D VELEZ SARFIELD","AYLLU 0","AMBOY","5199","0101000020E6100000505436ACA92450C0ED65DB696B1640C0",241,194,194,193.0,1,0
6353,"04_002_00423","6353","04","Córdoba","002","Calamuchita","0015A","3185-3186",2,"ESC.PROV.R.SAENZ PEÑA","CALLE 6 0","VILLA AMANCAY","5199","0101000020E6100000787C7BD7A02450C00AD80E46EC1740C0",505,428,425,423.0,2,3
6354,"04_002_00424","6354","04","Córdoba","002","Calamuchita","00016","3187-3187",1,"ESC PROV. M.BELGRANO","PUBLICA S/N","ATHOS PAMPA","5194","0101000020E610000016A243E0482C50C014252191B6FD3FC0",151,93,93,91.0,2,0
6355,"04_002_00425","6355","04","Córdoba","002","Calamuchita","0016A","3188-3188",1,"ESCUELA N° 404","VILLA LA MERCED","VILLA LA MERCED","5192","0101000020E61000006E88F19A572150C02ECBD765F8D33FC0",35,32,32,32.0,0,0
6356,"04_002_01317","6356","04","Córdoba","002","Calamuchita","0016B","3189-3189",1,"ESC.PROV. F.AMEGHINO","CHAMPAQUI","CHAMPAQUI","","0101000020E6100000D7868A71FE3950C0DD7A4D0F0AFE3FC0",12,8,8,8.0,0,0
6357,"04_002_01373","6357","04","Córdoba","002","Calamuchita","0016C","3190-3190",1,"ESC. JOAQUIN V. GONZALEZ","PUBLICA 0","VILLA BERNA","5194","0101000020E6100000CB83F414392F50C01497E31588EA3FC0",106,88,87,87.0,0,0
6358,"04_002_03006","6358","04","Córdoba","002","Calamuchita","00017","3191-3202",12,"IPEA Y T 347","J LUIS DE CABRERA ESQ ACONCAGUA","EMBALSE","","0101000020E6100000795A7EE02A1950C07B15191D901C40C0",4070,3019,2987,2945.0,42,32
6359,"04_002_00426","6359","04","Córdoba","002","Calamuchita","00017","3203-3211",9,"ESCUELA B. ROLDAN","TUCUMAN 121","EMBALSE","5856","0101000020E6100000056A3178981950C0F83768AF3E1C40C0",3049,2483,2454,2415.0,39,29
6360,"04_002_00428","6360","04","Córdoba","002","Calamuchita","00018","3212-3214",3,"ESC PROV DOMINGO F SARMIENTO","SARMIENTO 376","LA CRUZ","5859","0101000020E6100000A376BF0AF01E50C022C32ADEC82640C0",922,744,740,731.0,9,4
6361,"04_002_00429","6361","04","Córdoba","002","Calamuchita","00018","3215-3216",2,"INST DR D VELEZ SARSFIELD","SARMIENTO 236","LA CRUZ","5859","0101000020E61000006A4B1DE4F51E50C01AA4E029E42640C0",613,490,488,487.0,1,1
6362,"04_002_00430","6362","04","Córdoba","002","Calamuchita","0018A","3217-3217",1,"ESC. PROV. L. LUGONES","PUBLICA 0","LUTTI","5859","0101000020E61000001BA19FA9D72F50C02A1C412AC52840C0",157,109,109,104.0,5,0
6363,"04_002_00431","6363","04","Córdoba","002","Calamuchita","0018B","3218-3218",1,"ESCUELA PROVINCIAL","CALERAS DE CALAMUCHITA","CALERAS DE CALAMUCH.","5819","0101000020E610000009C03FA54A2150C0041BD7BFEB3140C0",203,168,166,165.0,1,1
6364,"04_002_00432","6364","04","Córdoba","002","Calamuchita","0018C","3219-3219",1,"ESC.PROV. A.ALSINA","FRANCISCO CESAR 0","V CAÑADA DEL SAUCE","5817","0101000020E6100000B2F50CE1982850C0CCEB8843363040C0",80,55,55,54.0,1,0
6365,"04_002_00433","6365","04","Córdoba","002","Calamuchita","0018D","3220-3220",1,"ESC.PROV.PADRE FELIX ENRIQUE","VILLA QUILLINZO","VILLA QUILLINZO","5859","0101000020E61000006808C72C7B2150C0E690D442C91E40C0",160,120,120,119.0,1,0
6366,"04_002_00434","6366","04","Córdoba","002","Calamuchita","00019","3221-3225",5,"ESC. PROV. FRENCH Y BERUTTI","LOS CONDORES","LOS CONDORES","5823","0101000020E6100000459C4EB2D51150C0CEE15AED612940C0",1575,1293,1280,1262.0,18,13
6367,"04_002_00435","6367","04","Córdoba","002","Calamuchita","00019","3226-3229",4,"COLEGIO SAGRADO CORAZON","AV DON BOSCO 101","LOS CONDORES","5823","0101000020E610000005C1E3DBBB1150C0D4484BE5ED2840C0",1260,1025,1019,1003.0,16,6
6368,"04_002_00436","6368","04","Córdoba","002","Calamuchita","00020","3230-3233",4,"ESC PROV PEDRO B PALACIOS","MANUEL BELGRANO S/N","LOS REARTES","5194","0101000020E6100000A2D45E44DB2450C0BFD18E1B7EEB3FC0",1339,1124,1111,1090.0,21,13
6369,"04_002_00437","6369","04","Córdoba","002","Calamuchita","0020A","3234-3242",9,"ESC.GRAL J. DE SAN MARTIN","VILLA GRAL.BELGRANO","VILLA GRAL.BELGRANO","5194","0101000020E6100000384888F2052450C0ADA415DF50FC3FC0",3088,2477,2435,2419.0,16,36
6370,"04_002_00438","6370","04","Córdoba","002","Calamuchita","0020A","3243-3250",8,"ESC. DE COM. D. DE ROJAS","VILLA GRAL.BELGRANO","VILLA GRAL.BELGRANO","5194","0101000020E6100000F33CB83B6B2350C049809A5AB6F63FC0",2740,2187,2150,2130.0,20,37
6371,"04_002_00439","6371","04","Córdoba","002","Calamuchita","0020A","3251-3255",5,"COLEGIO ARGENTINO GERMANO","VILLA GRAL.BELGRANO","VILLA GRAL.BELGRANO","5194","0101000020E61000003909A52F842350C053978C6324FB3FC0",1709,1347,1342,1323.0,19,13
